player_id,age,role,matches,runs,batting_average,strike_rate,fifties,hundreds,wickets,economy,catches,fitness_score,raw_score,talent_score,future_potential,auction_value_cr
148,35,Wicketkeeper,74,2299,47.6,113.38,27,1,10,7.33,65,85,69.775,35.74,Low,6.21
149,29,Wicketkeeper,237,5276,47.3,162.62,29,10,2,7.98,113,81,84.88499999999999,64.38,High,10.39
150,34,All-Rounder,215,1838,43.18,104.74,24,2,189,5.18,23,62,74.901,45.46,Medium,11.54
151,28,All-Rounder,88,3326,40.07,125.57,27,7,139,5.79,55,89,84.79849999999999,64.22,High,12.62
152,31,All-Rounder,173,4741,48.7,104.5,25,6,143,6.05,96,65,84.957,64.52,High,13.21
153,18,Bowler,227,1244,23.56,91.91,1,0,160,7.11,28,91,67.4725,31.38,Low,7.8
154,30,Batter,164,4256,55.37,186.42,33,15,24,6.31,27,86,86.586,67.61,High,11.48
155,29,Wicketkeeper,90,4283,32.49,107.94,16,15,8,7.55,121,73,70.394,36.92,Low,6.36
156,26,All-Rounder,190,3327,30.36,136.71,27,7,101,4.49,19,84,78.26849999999999,51.84,Medium,9.4
157,23,Wicketkeeper,32,4618,45.04,149.67,40,9,4,9.41,141,100,85.79849999999999,66.11,High,11.2
158,23,All-Rounder,140,2418,28.03,112.06,9,3,176,4.11,80,98,88.414,71.07,High,13.69
159,29,Wicketkeeper,215,6519,28.89,161.9,9,9,6,10.0,142,85,81.91999999999999,58.76,Medium,8.02
160,34,Wicketkeeper,206,5354,49.7,105.16,25,2,7,7.86,116,71,75.582,46.75,Medium,8.56
161,22,Bowler,206,264,18.65,115.54,0,0,232,4.61,15,85,75.544,46.68,Medium,10.69
162,28,Bowler,98,1062,27.9,112.3,2,0,262,7.83,22,74,73.339,42.5,Medium,12.13
163,27,Batter,138,4381,52.75,160.65,20,20,23,9.61,53,88,78.6045,52.48,Medium,9.97
164,19,Batter,30,3372,63.46,173.97,26,7,24,8.29,13,95,82.2675,59.42,Medium,10.37
165,35,All-Rounder,174,2737,37.07,148.28,26,6,126,5.81,98,61,82.34700000000001,59.57,Medium,12.0
166,23,Wicketkeeper,116,5966,38.93,123.81,14,10,5,8.94,94,92,77.1025,49.63,Medium,8.21
167,22,All-Rounder,141,3800,27.65,114.5,8,4,165,4.99,22,81,78.74000000000001,52.73,Medium,11.42
168,27,Wicketkeeper,231,5425,32.45,160.57,15,10,9,8.88,74,94,78.5305,52.34,Medium,9.03
169,23,Wicketkeeper,141,5824,39.96,121.6,6,2,6,8.02,80,86,75.816,47.19,Medium,7.66
170,29,Batter,22,5304,49.85,181.76,40,10,17,6.03,23,83,85.17699999999999,64.94,High,10.25
171,22,All-Rounder,196,2998,44.1,121.96,17,0,195,6.25,56,97,90.47,74.97,High,14.66
172,27,Batter,108,7130,48.51,158.49,49,20,3,6.51,22,82,82.5065,59.87,Medium,9.26
173,29,All-Rounder,152,2997,43.87,111.94,21,6,178,4.16,14,74,81.76599999999999,58.47,Medium,12.73
174,28,Wicketkeeper,142,5743,29.47,162.52,13,10,9,7.27,100,89,83.13499999999999,61.06,High,9.15
175,27,All-Rounder,139,4892,37.74,129.39,23,4,171,7.26,57,80,85.3745,65.31,High,13.28
176,21,Wicketkeeper,159,4520,48.9,150.77,6,15,4,9.87,150,98,86.4055,67.26,High,11.01
177,25,Batter,159,6935,40.12,164.03,49,13,4,9.29,41,71,74.1005,43.94,Medium,7.37
178,21,Bowler,14,903,16.27,77.57,5,0,205,6.01,44,95,70.85249999999999,37.79,Low,10.18
179,19,Bowler,142,424,21.22,119.91,3,1,180,7.83,34,97,71.59049999999999,39.18,Low,9.23
180,28,All-Rounder,183,4662,46.69,140.84,30,4,206,5.94,41,78,92.657,79.11,High,17.31
181,35,All-Rounder,67,2719,44.28,142.29,27,7,131,5.92,81,89,89.0555,72.29,High,13.82
182,26,All-Rounder,41,3848,41.92,122.78,17,5,247,7.22,47,71,86.45899999999999,67.37,High,14.69
183,27,Batter,98,6623,54.68,172.31,23,7,26,8.15,44,74,84.1765,63.04,High,10.28
184,21,Bowler,72,103,23.4,96.55,5,0,113,4.4,26,95,68.29849999999999,32.94,Low,7.62
185,21,Bowler,11,1127,29.56,77.9,5,1,222,6.6,23,90,72.167,40.28,Medium,10.64
186,27,Batter,242,3732,54.57,136.26,12,6,13,9.53,32,71,67.20400000000001,30.87,Low,7.05
187,30,Wicketkeeper,57,4371,51.3,100.65,11,10,4,7.82,132,87,78.8595,52.96,Medium,9.24
188,34,Wicketkeeper,237,3099,50.53,132.76,17,3,5,6.65,108,80,79.171,53.55,Medium,9.02
189,26,Bowler,13,690,25.82,98.39,1,0,256,7.42,30,83,73.2745,42.38,Medium,11.07
190,34,All-Rounder,32,3141,41.73,111.09,9,7,132,7.74,10,68,68.5445,33.41,Low,7.98
191,30,Bowler,124,546,29.08,85.1,5,0,166,6.61,49,77,66.791,30.09,Low,8.16
192,19,Batter,129,5513,39.79,168.03,29,4,20,9.66,47,91,77.89750000000001,51.14,Medium,8.95
193,25,Bowler,44,979,13.06,107.39,4,1,206,6.81,35,94,71.8445,39.67,Low,9.64
194,35,Bowler,205,506,23.61,99.79,0,1,235,6.82,9,89,71.3735,38.77,Low,9.91
195,21,Batter,222,7486,62.09,134.15,44,5,5,7.31,76,94,90.60149999999999,75.22,High,12.32
196,21,Bowler,193,1194,19.78,114.94,3,0,216,4.53,31,94,80.38300000000001,55.85,Medium,12.2
197,19,Wicketkeeper,182,4524,46.7,127.72,5,6,9,6.29,104,91,83.506,61.77,High,9.49
198,20,Batter,249,3565,64.58,153.04,28,14,5,9.08,63,91,80.75,56.54,Medium,10.19
199,30,Wicketkeeper,232,5092,36.27,147.79,39,4,10,9.44,65,75,70.40350000000001,36.93,Low,6.47
200,35,Wicketkeeper,145,3043,46.84,115.59,5,0,4,7.85,142,77,75.54650000000001,46.68,Medium,7.45
201,31,Wicketkeeper,220,3881,32.43,124.23,22,6,1,6.13,134,73,75.5955,46.78,Medium,7.43
202,18,Bowler,62,137,12.02,71.68,4,0,162,6.96,30,94,60.172,17.54,Low,6.23
203,25,Bowler,203,115,12.8,119.67,1,1,247,6.39,48,80,73.8005,43.37,Medium,11.33
204,25,All-Rounder,234,2086,49.64,131.28,18,4,120,4.24,85,93,91.626,77.16,High,14.67
205,23,Wicketkeeper,152,6060,26.41,124.11,29,10,6,7.63,88,92,75.67949999999999,46.93,Medium,6.38
206,23,Wicketkeeper,71,3846,34.02,149.53,34,1,8,7.65,103,97,80.2175,55.54,Medium,8.06
207,34,Bowler,109,497,15.1,86.51,0,1,316,5.48,39,83,77.47049999999999,50.33,Medium,13.37
208,24,Batter,78,6089,55.21,162.2,14,7,25,9.05,37,95,84.42099999999999,63.5,High,11.14
209,24,All-Rounder,87,1562,30.3,111.4,28,1,241,8.0,71,87,81.054,57.12,Medium,13.45
210,24,Wicketkeeper,244,3960,41.56,154.29,29,14,8,8.59,89,88,77.8915,51.13,Medium,10.3
211,29,Wicketkeeper,129,2807,49.08,150.57,25,6,5,7.25,55,88,76.3235,48.15,Medium,8.62
212,25,Bowler,14,534,21.07,99.2,5,1,175,4.61,26,77,68.899,34.08,Low,9.21
213,30,Bowler,137,1127,23.09,104.24,2,1,347,6.89,36,84,83.397,61.56,High,15.96
214,23,All-Rounder,53,2073,43.01,129.3,22,10,65,6.1,19,81,71.594,39.19,Low,8.48
215,18,Wicketkeeper,45,3895,27.04,110.57,18,14,5,6.24,131,99,78.2575,51.82,Medium,7.51
216,33,Wicketkeeper,14,2054,40.97,128.79,6,8,8,9.91,52,76,60.7375,18.61,Low,4.82
217,31,Bowler,37,197,20.49,82.05,4,1,308,5.42,30,62,71.1485,38.35,Low,11.4
218,29,Wicketkeeper,127,6628,32.3,148.81,24,2,10,9.97,133,94,82.9275,60.67,High,8.98
219,19,Batter,113,6106,46.32,153.32,50,1,22,6.69,73,93,88.03599999999999,70.35,High,10.96
220,28,Batter,239,7326,62.57,136.08,46,16,8,6.19,19,91,86.745,67.91,High,11.48
221,26,Batter,55,5576,35.47,134.5,19,13,29,6.31,30,88,76.668,48.81,Medium,9.37
222,25,Wicketkeeper,183,6428,34.95,152.89,13,2,8,8.98,94,71,76.1045,47.74,Medium,6.7
223,21,Wicketkeeper,69,2622,35.22,153.83,30,10,0,8.54,150,94,80.3045,55.7,Medium,8.79
224,33,Bowler,101,1132,28.82,91.59,5,1,121,7.09,23,85,63.698499999999996,24.23,Low,5.96
225,25,Batter,31,5195,39.63,169.82,50,5,23,7.56,56,73,78.322,51.94,Medium,8.44
226,20,Batter,88,6643,45.8,138.88,18,3,5,7.72,75,93,83.56799999999998,61.89,High,10.36
227,21,Batter,32,5899,51.63,161.78,30,13,0,7.17,59,82,83.614,61.97,High,10.05
228,35,Bowler,156,1067,13.39,89.04,1,1,177,5.07,14,62,60.427,18.03,Low,5.83
229,23,Wicketkeeper,80,5449,33.99,154.79,28,8,3,8.88,113,99,82.84349999999999,60.51,High,8.66
230,24,Wicketkeeper,37,3109,34.14,166.42,26,12,5,7.76,105,100,81.803,58.54,Medium,9.17
231,22,All-Rounder,92,3970,48.68,112.05,15,2,151,7.87,47,100,85.39150000000001,65.34,High,12.93
232,33,Bowler,93,770,15.61,109.29,2,0,338,6.26,42,77,80.5865,56.23,Medium,14.4
233,23,Batter,196,6781,63.29,134.68,28,3,26,9.39,62,95,86.001,66.5,High,11.69
234,22,All-Rounder,71,2534,41.47,142.91,30,6,68,5.8,86,95,85.13550000000001,64.86,High,10.89
235,30,Wicketkeeper,149,2301,48.72,125.17,39,2,1,9.08,134,91,76.0635,47.66,Medium,9.25
236,29,Bowler,175,1254,10.89,119.18,5,1,347,7.01,32,73,78.84200000000001,52.93,Medium,14.15
237,18,Batter,76,4818,50.32,156.32,47,19,7,7.78,60,94,82.67999999999999,60.2,High,8.87
238,34,Bowler,98,50,19.66,84.77,0,0,312,7.76,14,71,67.30349999999999,31.06,Low,11.04
239,27,All-Rounder,126,4712,30.17,128.98,20,1,162,6.89,67,80,83.702,62.14,High,11.87
240,20,All-Rounder,21,4818,42.77,101.36,15,10,77,6.71,31,87,75.261,46.14,Medium,9.64
241,34,Bowler,151,327,16.62,91.32,3,0,304,5.62,16,65,70.268,36.68,Low,10.92
242,31,Wicketkeeper,17,3616,38.49,130.07,5,6,3,7.11,140,85,79.5595,54.29,Medium,8.44
243,20,Batter,214,7398,40.61,142.82,39,4,8,8.68,72,96,82.882,60.59,High,9.71
244,28,Wicketkeeper,166,5215,42.61,124.35,34,5,10,8.82,88,89,76.07549999999999,47.68,Medium,8.48
245,20,Bowler,90,241,14.77,75.85,2,0,230,5.55,43,84,68.8905,34.07,Low,8.83
246,30,Wicketkeeper,57,5986,44.07,148.54,16,5,7,7.16,73,80,81.014,57.04,Medium,9.02
247,32,Batter,231,5941,63.56,153.92,22,13,30,8.25,73,73,85.488,65.52,High,11.4
248,33,Wicketkeeper,191,5636,39.66,105.79,6,7,4,6.13,78,77,74.1485,44.03,Medium,7.02
249,27,Bowler,209,936,21.31,108.63,3,0,246,4.46,39,81,79.4695,54.12,Medium,13.36
250,35,Batter,204,6615,51.39,189.28,16,8,9,9.5,14,74,78.65899999999999,52.58,Medium,9.26
251,26,All-Rounder,230,4845,27.17,151.92,8,3,103,7.24,85,92,85.889,66.28,High,10.74
252,29,Wicketkeeper,52,3140,48.55,156.95,8,11,8,7.12,118,75,81.33749999999999,57.66,Medium,9.97
253,28,All-Rounder,84,3845,31.68,151.48,26,1,84,7.85,62,71,74.886,45.43,Medium,9.78
254,26,Bowler,189,271,14.99,105.57,1,1,225,4.57,45,78,73.7345,43.25,Medium,10.96
255,31,Wicketkeeper,125,2618,44.01,161.61,10,12,8,9.0,138,89,81.3705,57.72,Medium,8.53
